,address,effective_rent
1829,"375 Palm Springs Dr, Altamonte Springs, FL 32701",1553
1830,"375 Summer Cypress Cove, Longwood, FL 32750",2087
1831,"3751 Pine Ridge Blvd, Palm Harbor, FL 34685",1988
1832,"3751 SW 20th Ave, Gainesville, FL 32607",1025
1833,"3751 Staniel Cay Loop, Orlando, FL 32817",1858
1834,"3757 Millenia Blvd, Orlando, FL 32839",1966
1835,"3760 Bird Rd, Miami, FL 33146",2887
1836,"3760 University Blvd S, Jacksonville, FL 32216",1030
1837,"3780 Clyde Morris Blvd, Port Orange, FL 32129",1724
1838,"3780 Nw 24th Blvd, Gainesville, FL 32605",1745
1839,"3780 University Club Blvd, Jacksonville, FL 32277",953
1840,"3793 Pepper Tree Ln, Wildwood, FL 34785",1316
1841,"3795 Bismarck Ct, Oxford, FL 34484",1632
1842,"380 Burbank Ave, Ponte Vedra, FL 32081",1830
1843,"3800 Coral Tree Cir, Coconut Creek, FL 33073",2175
1844,"3800 Davie Road Extension, Hollywood, FL 33024",1950
1845,"3800 NW 79th Terrace, Gainesville, FL 32606",1689
1846,"3800 SW 34th St, Gainesville, FL 32608",1162
1847,"3801 9th Ave N, St. Petersburg, FL 33713",1004
1848,"3801 Crystal Lake Dr, Deerfield Beach, FL 33064",2392
1849,"3801 Mission Trace Blvd, Tallahassee, FL 32303",1102
1850,"3808 Crystal Lake Dr, Deerfield Beach, FL 33064",2507
1851,"3808 Hunt Rd, Tampa, FL 33614",1261
1852,"3810 5th St E, Bradenton, FL 34208",1404
1853,"3810 Buck Lake Rd, Tallahassee, FL 32317",1571
1854,"3814 W Euclid Ave, Tampa, FL 33629",1612
1855,"3815 Hideaway Bay Blvd, Kissimmee, FL 34741",1463
1856,"3817 NW Mediterranean Ln, Jensen Beach, FL 34957",2168
1857,"3831 Northgreen Ave, Tampa, FL 33624",1704
1858,"384 South West Dexter Circle, Lake City, FL 32025",958
1859,"3840 NW 183rd St, Miami Gardens, FL 33055",1328
1860,"385 Golf Brook Cir, Longwood, FL 32779",2300
1861,"3851 Grandpine Wy, Casselberry, FL 32707",1998
1862,"3857 Pritmore Rd, Jacksonville, FL 32257",878
1863,"3870 N Andrews Ave, Oakland Park, FL 33309",1162
1864,"3880 Bird Rd, Miami, FL 33146",2839
1865,"3880 Palm Isle Place, Bradenton, FL 34203",1846
1866,"3880 W Broward Blvd, Fort Lauderdale, FL 33312",2560
1867,"3890 Davie Rd, Davie, FL 33314",2435
1868,"3890 Greenway Dr, Sarasota, FL 34232",1592
1869,"3891 Solomon Blvd, Fort Myers, FL 33901",1791
1870,"3900 75th St W, Bradenton, FL 34209",1912
1871,"3900 Arbor Trace Dr, Lynn Haven, FL 32444",1547
1872,"3900 Old Sunbeam Rd, Jacksonville, FL 32257",896
1873,"3900 Oldfield Crossing Dr, Jacksonville, FL 32223",1707
1874,"3900 S Roosevelt Blvd, Key West, FL 33040",3099
1875,"3900 Woodmere Park Blvd, Venice, FL 34293",1766
1876,"3900 Yorktowne Blvd, Port Orange, FL 32129",1623
1877,"3901 38th Ave S, St Petersburg, FL 33711",1551
1878,"3902 E Silver Springs Blvd, Ocala, FL 34470",1213
1879,"3909 Reserve Dr, Tallahassee, FL 32311",1459
1880,"3909 Sunbeam Rd, Jacksonville, FL 32257",1294
1881,"3913 Pisa Dr, Panama City, FL 32405",1050
1882,"3921 Crystal Lake Dr, Deerfield Beach, FL 33064",1924
1883,"3924 Calibre Bend Ln, Winter Park, FL 32792",1549
1884,"3930 Max Pl, Boynton Beach, FL 33436",2226
1885,"3935 Sutton Pl Blvd, Winter Park, FL 32792",1964
1886,"3936 Pomodoro Cir, Cape Coral, FL 33909",1800
1887,"3939 Ehrlich Rd, Tampa, FL 33624",1913
1888,"3939 Golf Village Loop, Lakeland, FL 33809",1390
1889,"3940 NW 79th Ave, Doral, FL 33166",2729
1890,"3940 SW 102nd Ave, Miami, FL 33165",1331
1891,"3946 St Johns Ave, Jacksonville, FL 32205",2007
1892,"395 Bill France Blvd, Daytona Beach, FL 32114",1007
1893,"3951 34th St S, St. Petersburg, FL 33711",2184
1894,"3952 Atlantic Blvd, Jacksonville, FL 32207",1363
1895,"3975 Country Pl Ln, Palm Harbor, FL 34684",1851
1896,"3980 64th St N, St Petersburg, FL 33709",1325
1897,"3980 SW 24th Ave, Gainesville, FL 32607",1938
1898,"3997 Rosewood Way, Orlando, FL 32808",950
1899,"4 W Las Olas Blvd, Fort Lauderdale, FL 33301",3127
1900,"40 Blue Stream Way, Inlet Beach, FL 32461",2303
1901,"40 Brisa Avenue, St. Augustine, FL 32084",2026
1902,"400 Century 21 DR, Jacksonville, FL 32216",1376
1903,"400 Hidden Palm Cir, Kissimmee, FL 34747",1908
1904,"400 N Orlando Ave, Maitland, FL 32751",2063
1905,"400 N Rome Ave, Tampa, FL 33606",2645
1906,"400 NE 3rd Ave, Fort Lauderdale, FL 33301",2726
1907,"400 NW 26th St, Miami, FL 33127",3424
1908,"400 SW 103rd Ave, Pembroke Pines, FL 33025",2796
1909,"400 Sandpiper Ln, Casselberry, FL 32707",1606
1910,"400 Via Royale, Jupiter, FL 33458",2953
1911,"400 W Beacon Rd, Lakeland, FL 33803",1744
1912,"4000 Forest Hill Blvd, Palm Springs, FL 33406",2124
1913,"4000 Headwaters Way, Orlando, FL 32837",2216
1914,"4000 Maguire Blvd, Orlando, FL 32803",1985
1915,"4000 N 56th Ave, Hollywood, FL 33021",1925
1916,"4000 NW 51st St, Gainesville, FL 32606",1750
1917,"4001 N Taggart Cay, Sarasota, FL 34233",2461
1918,"4003 S West Shore Blvd, Tampa, FL 33611",1570
1919,"4004 Lake Underhill Rd, Orlando, FL 32803",1817
1920,"4004 W Bay Vista Ave, Tampa, FL 33611",910
1921,"4006 Sabal Park Dr, Tampa, FL 33610",1593
1922,"4009 N Howard Ave, Tampa, FL 33607",1415
1923,"401 Century 21 Dr, Jacksonville, FL 32216",1111
1924,"401 Monument Rd, Jacksonville, FL 32225",1338
1925,"401 N Federal Hwy, Hallandale Beach, FL 33009",2666
1926,"401 N Rome Ave, Tampa, FL 33606",2293
1927,"401 NE Mizner Blvd, Boca Raton, FL 33432",3397
1928,"401 NW 34th St, Pompano Beach, FL 33064",1885
1929,"401 Rosery Rd NE, Largo, FL 33770",1557
1930,"401 W Seminole Blvd, Sanford, FL 32771",1428
1931,"4014 W Waters Ave, Tampa, FL 33614",1047
1932,"4018 N Riverside Dr, Tampa, FL 33603",980
1933,"402 Tuscan Reserve Dr, Palm Coast, FL 32164",1802
1934,"4025 Lake Ned Village Cir, Winter Haven, FL 33884",1655
1935,"4031 Vista Verde Dr, New Port Richey, FL 34655",1380
1936,"4045 Central Gardens Way, Palm Beach Gardens, FL 33418",2926
1937,"405 NE 2nd St, Fort Lauderdale, FL 33301",2955
1938,"405 SE 2nd Ave, Gainesville, FL 32601",1517
1939,"4051 E Olive Rd, Pensacola, FL 32514",1058
1940,"4051 Regata Way, Fort Myers, FL 33916",1964
1941,"4060 Barnes Rd S, Jacksonville, FL 32207",1373
1942,"4060 Dancing Cloud Ct, Destin, FL 32541",1698
1943,"407 Alafaya Woods Blvd, Oviedo, FL 32765",1874
1944,"408 NE 6th St, Fort Lauderdale, FL 33304",2936
1945,"4083 Sunbeam Rd, Jacksonville, FL 32257",1363
1946,"409 Jefferson Ave, Orange Park, FL 32065",1024
1947,"4090 Hodges Blvd, Jacksonville, FL 32224",1603
1948,"410 Evernia St, West Palm Beach, FL 33401",2663
1949,"410 SE 16th Ct, Fort Lauderdale, FL 33316",2966
1950,"410 Victory Garden Dr, Tallahassee, FL 32301",1004
1951,"410 W Van Buren St, Tallahassee, FL 32301",675
1952,"4100 Arrow Ridge Pl, Kissimmee, FL 34741",1960
1953,"4100 Geranium Ln, Sanford, FL 32771",1114
1954,"4100 Rio Grande Ave, Orlando, FL 32839",906
1955,"4100 SW 20th Ave, Gainesville, FL 32607",1255
1956,"4101 Mahogany Dr, Boynton Beach, FL 33436",2059
1957,"4101 W Navy Blvd, Pensacola, FL 32507",903
1958,"4104 20th St W, Bradenton, FL 34205",769
1959,"4108 N Pine Island Rd, Sunrise, FL 33351",2154
1960,"4110 Winners Cir, Sarasota, FL 34238",2214
1961,"4117 Kenvil Dr, North Port, FL 34288",1844
1962,"4117 SW 20th Ave, Gainesville, FL 32607",924
1963,"412 W Jefferson St, Tallahassee, FL 32301",800
1964,"4120 Union Square Blvd, Palm Beach Gardens, FL 33410",2187
1965,"4121 E Busch Blvd, Tampa, FL 33617",1813
1966,"4131 Commons Dr W, Destin, FL 32541",1863
1967,"4131 E Busch Blvd, Tampa, FL 33617",989
1968,"4131 Laguna St, Coral Gables, FL 33146",4546
1969,"4141 16th St, Vero Beach, FL 32960",1179
1970,"4141 E 15th St, Panama City, FL 32404",1388
1971,"4142 Cocoplum Cir, Coconut Creek, FL 33063",2239
1972,"4142 My Lady Ln, Land O' Lakes, FL 34638",1574
1973,"4148 53rd Ave W, Bradenton, FL 34210",1663
1974,"415 E Pine St, Orlando, FL 32801",2628
1975,"4150 Eastgate Dr, Orlando, FL 32839",1563
1976,"4150 NW 34th St, Lauderdale Lakes, FL 33319",1152
1977,"4150 S Kirkman Rd, Orlando, FL 32811",1164
1978,"4152 Merrillville Dr, West Melbourne, FL 32904",1599
1979,"416 SW 1st Ave, Fort Lauderdale, FL 33301",2397
1980,"4160 Ambrosia Dr, Fort Myers, FL 33916",2029
1981,"4170 NW 50th Terrace, Gainesville, FL 32606",1720
1982,"418 SE 19th St, Winter Haven, FL 33884",957
1983,"419 N Briggs Ave, Sarasota, FL 34237",1729
1984,"419 SE 2nd St, Fort Lauderdale, FL 33301",3164
1985,"4190 Plantation Oaks Blvd, Orange Park, FL 32065",1601
1986,"420 E Church St, Orlando, FL 32801",2315
1987,"420 Lakebridge Plaza Dr, Ormond Beach, FL 32174",1395
1988,"420 SW 27th Ave, Fort Lauderdale, FL 33312",2513
1989,"420 Salt Meadow Cir, Bradenton, FL 34208",2177
1990,"420 Sun Lake Cir, Lake Mary, FL 32746",1548
1991,"4200 Bear Lakes Ct, West Palm Beach, FL 33409",1264
1992,"4200 Community Dr, West Palm Beach, FL 33409",2019
1993,"4200 Inverrary Blvd, Lauderhill, FL 33319",1458
1994,"4200 Mahogany Run, Winter Haven, FL 33884",1491
1995,"4200 NW 107th Ave, Doral, FL 33178",2718
1996,"4201 49th St N, St Petersburg, FL 33709",1257
1997,"4206 Eastgate Dr, Orlando, FL 32839",1913
1998,"421 W Church St, Jacksonville, FL 32202",1399
1999,"4211 Commons Dr W, Destin, FL 32541",2076
2000,"4220 New Broad St, Orlando, FL 32814",2486
2001,"423 Highway 466, Lady Lake, FL 32159",1330
2002,"4235 Marsh Landing Blvd, Jacksonville Beach, FL 32250",2048
2003,"4248 NW 22nd Ave, Ocala, FL 34475",500
2004,"425 NE 22nd St, Miami, FL 33137",2555
2005,"4250 Jefferson Ln, Naples, FL 34116",1422
2006,"4251 Salzedo St, Coral Gables, FL 33146",3958
2007,"4253 Central Park Dr, Spring Hill, FL 34608",1085
2008,"4260 SW 117th Ln, Miramar, FL 33025",3465
2009,"4263 Losco Rd, Jacksonville, FL 32257",1683
2010,"4284 SE Cove Lake Cir, Stuart, FL 34997",1981
2011,"4284 Spoleto Cir, Oviedo, FL 32765",2027
2012,"4295 Sunbeam Rd, Jacksonville, FL 32257",1075
2013,"430 3rd Ave S, St Petersburg, FL 33701",2699
2014,"430 E Packwood Ave, Maitland, FL 32751",1919
2015,"4300 18th St W, Bradenton, FL 34205",1540
2016,"4300 SW 113th Terrace, Miramar, FL 33025",2817
2017,"4301 Confederate Point Rd, Jacksonville, FL 32210",1195
2018,"4301 Creighton Rd, Pensacola, FL 32504",1478
2019,"4301 Urbana Dr, Orlando, FL 32837",2243
2020,"4302 Gunn Hwy, Tampa, FL 33618",1556
2021,"4303 W Atlantic Blvd, Coconut Creek, FL 33066",2083
2022,"431 E Central Blvd, Orlando, FL 32801",1969
2023,"431 SE 13th Ct, Deerfield Beach, FL 33441",1580
2024,"4310 W Spruce St, Tampa, FL 33607",2275
2025,"4311 Bayou Blvd, Pensacola, FL 32503",1310
2026,"4315 S Babcock St, Melbourne, FL 32901",1758
2027,"4315 Talon Loop, Lakeland, FL 33812",1908
2028,"4320 Commons Dr W, Destin, FL 32541",2189
2029,"4320 Sunbeam Rd, Jacksonville, FL 32257",1118
2030,"4324 W 20th St, Panama City, FL 32405",1494
2031,"4325 40th St W, Bradenton, FL 34205",1441
2032,"434 Luna Bella Ln, New Smyrna Beach, FL 32168",2019
2033,"4341 Summit Creek Blvd, Orlando, FL 32837",2127
2034,"4344 Langley Ave, Pensacola, FL 32504",1147
2035,"4348 Plaza Dr, Holiday, FL 34691",1479
2036,"4350 Audubon Oaks Cir, Lakeland, FL 33809",1436
2037,"4350 Osceola Trail Rd, Kissimmee, FL 34746",2326
2038,"4359 SW 10th pl, Deerfield Beach, FL 33442",2270
2039,"4360 Deerwood Lake Pkwy, Jacksonville, FL 32216",1541
2040,"4360 Petal Dr, Naples, FL 34112",2539
2041,"4375 Confederate Point Rd, Jacksonville, FL 32210",1189
2042,"440 Courtney Springs Cir, Winter Springs, FL 32708",1884
2043,"440 W Oak Ridge Rd, Orlando, FL 32809",1197
2044,"4400 NW 6th St, Deerfield Beach, FL 33442",2047
2045,"4400 NW 79th Ave, Doral, FL 33166",2802
2046,"4400 Portofino Way, West Palm Beach, FL 33409",2427
2047,"4400 W Spruce St, Tampa, FL 33607",2188
2048,"4401 Club Captiva Dr, Tampa, FL 33615",1821
2049,"4401 NW 10th Ct, Plantation, FL 33313",1742
2050,"4401 NW 87th Ave, Doral, FL 33178",3117
2051,"4401 Scenic Lake Dr, Orlando, FL 32808",1866
2052,"4405 S Texas Ave, Orlando, FL 32839",1500
2053,"4411 N Federal Hwy, Pompano Beach, FL 33064",2298
2054,"4435 Touchton Rd, Jacksonville, FL 32246",1653
2055,"444 N Paula Dr, Dunedin, FL 34698",1631
2056,"444 NE 7th St, Fort Lauderdale, FL 33304",2854
2057,"4440 SW Archer Rd, Gainesville, FL 32608",1239
2058,"4442 SW 32nd Rd, Gainesville, FL 32608",1941
2059,"4444 Rio Grande Ave, Orlando, FL 32839",1754
2060,"4449 McIntosh Park Dr, Sarasota, FL 34232",1675
2061,"445 Hialeah Dr, Hialeah, FL 33010",2532
2062,"445 Monument Rd, Jacksonville, FL 32225",1223
2063,"4450 Military Trail, Deerfield Beach, FL 33064",1567
2064,"4450 Tropea Way, Jacksonville, FL 32246",1998
2065,"4455 Confederate Point Rd, Jacksonville, FL 32210",1228
2066,"4455 SW 34th St, Gainesville, FL 32608",1748
2067,"4460 Hodges Blvd, Jacksonville, FL 32224",1743
2068,"4460 Lower Park Rd, Orlando, FL 32814",2206
2069,"4463 Greens Edge Blvd, Fort Myers, FL 33916",2763
2070,"4465 Preserve Dr, Melbourne, FL 32934",1791
2071,"4470 Spanish Trail, Pensacola, FL 32504",1502
2072,"4491 NW 19th St, Lauderhill, FL 33313",1755
2073,"4495 Emerald Vista, Lake Worth, FL 33461",2034
2074,"450 Douglas Ave, Altamonte Springs, FL 32714",1325
2075,"450 Hillside Park St, Minneola, FL 34715",2017
2076,"450 Jimmy Ann Dr, Daytona Beach, FL 32114",1497
2077,"4500 Baymeadows Rd, Jacksonville, FL 32217",1280
2078,"4500 Williamstown Blvd, Lakeland, FL 33810",1085
2079,"4501 71st St W, Bradenton, FL 34210",1692
2080,"4501 Landing Dr, Orlando, FL 32808",1342
2081,"4501 Nikki Ct, Orlando, FL 32822",1312
2082,"4502 W McCoy St, Tampa, FL 33616",2003
2083,"4504 W Spruce St, Tampa, FL 33607",2389
2084,"4512 Blue Tee Ct, Tampa, FL 33613",1521
2085,"4515 26th St W, Bradenton, FL 34207",1515
2086,"4515 Main St, Jupiter, FL 33458",3193
2087,"4515 N Rome Ave, Tampa, FL 33603",1386
2088,"45160 Ewing Park Rd, Callahan, FL 32011",1529
2089,"4530 Leeward Ridge Dr, Tampa, FL 33619",2195
2090,"4539 Coral Palms Ln, Naples, FL 34116",1381
2091,"4545 Willa Creek Dr, Winter Springs, FL 32708",1783
2092,"455 NE 24th St, Miami, FL 33137",3099
2093,"4550 47th St W, Bradenton, FL 34210",1734
2094,"4550 Explorer Dr, West Melbourne, FL 32904",1754
2095,"4590 Winkler Ave, Fort Myers, FL 33966",1857
2096,"460 W Oak Ridge Rd, Orlando, FL 32809",1637
2097,"4600 NW 114th Ave, Doral, FL 33178",3037
2098,"4601 66th St W, Bradenton, FL 34210",1868
2099,"4601 S Kirkman Rd, Orlando, FL 32811",1229
2100,"4601 W Gray St, Tampa, FL 33609",1538
2101,"461 NW 87th Rd, Plantation, FL 33324",2057
2102,"4610 N Armenia Ave, Tampa, FL 33603",1490
2103,"4611 N Federal Hwy, Pompano Beach, FL 33064",2354
2104,"4618 Middlebrook Rd, Orlando, FL 32811",1574
2105,"462 N Terry Ave, Orlando, FL 32801",1972
2106,"4637 Deleon St, Fort Myers, FL 33907",1475
2107,"464 Brentwood Dr, Daytona Beach, FL 32117",981
2108,"464 S Kirkman Rd, Orlando, FL 32811",1927
2109,"4652 Miramar Dr, St Petersburg, FL 33708",2133
2110,"4673 Gardens Park Blvd, Orlando, FL 32839",1873
2111,"4674 Town Center Pkwy, Jacksonville, FL 32246",1692
2112,"4688 New Broad St, Orlando, FL 32814",2145
2113,"4700 Cason Cove Dr, Orlando, FL 32811",1971
2114,"4700 Dixie Hwy NE, Palm Bay, FL 32905",1163
2115,"4701 68th St N, St Petersburg, FL 33709",1192
2116,"4701 88th Ave N, Pinellas Park, FL 33782",1756
2117,"4701 Luminous Loop, Kissimmee, FL 34746",1967
2118,"4701 Mirage Bay Cir, Fort Myers, FL 33966",2095
2119,"4701 Walden Cir, Orlando, FL 32811",1650
2120,"4704 Lucier Ct, Winter Park, FL 32792",1882
2121,"4710 Prieto Dr, Pensacola, FL 32506",1070
2122,"4711 S Himes Ave, Tampa, FL 33611",1780
2123,"4712 E Portofino Landings Blvd, Fort Pierce, FL 34947",1707
2124,"4712 W Fairfield Dr, Pensacola, FL 32506",931
2125,"4714 Crosswind Ct, Melbourne, FL 32904",1658
2126,"4714 N Habana Ave, Tampa, FL 33614",1598
2127,"4725 Via Bari, Lake Worth, FL 33463",2245
2128,"4746 Rio Grande Ave, Orlando, FL 32839",1529
2129,"4747 W Waters Ave, Tampa, FL 33614",2075
2130,"475 SE 1st St, Pompano Beach, FL 33060",2455
2131,"4754 Ortega Hills Dr, Jacksonville, FL 32244",1286
2132,"4755 N Goldenrod Rd, Winter Park, FL 32792",1718
2133,"4757 Barkley Cir, Fort Myers, FL 33907",1526
2134,"4761 N Australian Ave, West Palm Beach, FL 33407",1331
2135,"4761 Radcliff Ct, Jacksonville, FL 32217",1300
2136,"4768 W Atlantic Blvd, Coconut Creek, FL 33063",2270
2137,"4771 Walden Cir, Orlando, FL 32811",1476
2138,"4781 SW 39th Way, Fort Lauderdale, FL 33312",3122
2139,"479 NE 30th St, Miami, FL 33137",2165
2140,"4790 NW 107th Ave, Doral, FL 33178",2924
2141,"4793 N Pine Hills Rd, Orlando, FL 32808",1570
2142,"4795 Cypress Gardens Loop, Fort Myers, FL 33966",2093
2143,"480 Hibiscus St, West Palm Beach, FL 33401",3038
2144,"480 N Orange Ave, Orlando, FL 32801",1942
2145,"4800 Atlantic Blvd, Jacksonville, FL 32207",1012
2146,"4800 N Star Ave, Panama City, FL 32404",1365
2147,"4800 Ortega Farms Blvd, Jacksonville, FL 32210",1331
2148,"4800 S West Shore Blvd, Tampa, FL 33611",2053
2149,"4801 47th Ave W, Bradenton, FL 34210",1919
2150,"4801 S Citation Dr, Delray Beach, FL 33445",3131
2151,"4801 S Clyde Morris Blvd, Port Orange, FL 32129",1127
2152,"4802 SW 34th Pl, Gainesville, FL 32608",1954
2153,"4803 St Johns Ave, Palatka, FL 32177",994
2154,"4805 N 9th Ave, Pensacola, FL 32503",1119
2155,"4813 Moncrief Rd, Jacksonville, FL 32209",983
2156,"482 NW 207th St, Miami Gardens, FL 33169",2428
2157,"482 SW 9th St, Boca Raton, FL 33432",1923
2158,"4828 New Broad St, Orlando, FL 32814",2160
2159,"4830 NW 43rd St, Gainesville, FL 32606",1546
2160,"4837 Fruitville Rd, Sarasota, FL 34232",1535
2161,"4854 Fishermans Dr, Coconut Creek, FL 33063",2128
2162,"4855 S Orange Blossom Trl, Orlando, FL 32839",1580
2163,"4856 Veracity Point, Sanford, FL 32771",1911
2164,"486 Centerpointe Cir, Altamonte Springs, FL 32701",2035
2165,"4860 Cypress Woods Dr, Orlando, FL 32811",1679
2166,"4860 Sand Stone Ln, West Palm Beach, FL 33417",1946
2167,"4870 E Deer Lake Dr, Jacksonville, FL 32246",1779
2168,"4880 51st St W, Bradenton, FL 34210",1811
2169,"4894 Alora Isles Dr, West Palm Beach, FL 33417",2399
2170,"4900 N MacDill Ave, Tampa, FL 33614",1416
2171,"4900 Rio Grande Ave, Orlando, FL 32839",887
2172,"4900 SW 46th Ct, Ocala, FL 34474",1661
2173,"4901 Bottlebrush Ln, Orlando, FL 32808",1533
2174,"4901 Shalimar Ln, Davie, FL 33328",2603
2175,"4901 W Sample Rd, Coconut Creek, FL 33073",2571
2176,"4902 Millenia Blvd, Orlando, FL 32839",1685
2177,"4902 N MacDill Ave, Tampa, FL 33614",1309
2178,"4910 N Monroe St, Tallahassee, FL 32303",1407
2179,"4910 Silver Gate Ln, Fort Myers, FL 33907",2151
2180,"4915 1st Ave E, Bradenton, FL 34208",2570
2181,"4920 State Rd 33 N, Lakeland, FL 33805",1447
2182,"4925 Collins Rd, Jacksonville, FL 32244",1654
2183,"4928 E Michigan St, Orlando, FL 32812",1794
2184,"4928 Hollywood Blvd, Hollywood Beach, FL 33021",1617
2185,"4929 Skyway Dr, Jacksonville, FL 32246",1924
2186,"4937 Waterway Ct, Orlando, FL 32839",1457
2187,"4939 E Busch Blvd, Tampa, FL 33617",1480
2188,"4949 Marbrisa Dr, Tampa, FL 33624",1878
2189,"4950 Deep Forest Ct, Lakeland, FL 33805",1724
2190,"4950 Richard St, Jacksonville, FL 32207",1078
2191,"4950 W Prescott St, Tampa, FL 33616",2246
2192,"497 Spanish Trace Dr, Altamonte Springs, FL 32714",1513
2193,"4970 Haverhill Commons Cir, West Palm Beach, FL 33417",1833
2194,"4970 SW 124th Ave, Miramar, FL 33027",2804
2195,"4985 Eastwood Greens St, Fort Myers, FL 33905",1926
2196,"499 Evernia St, West Palm Beach, FL 33401",3086
2197,"4990 North Ln, Orlando, FL 32808",1161
2198,"5 Autumn Breeze Way, Winter Park, FL 32792",1464
2199,"5 Mooney Rd NE, Fort Walton Beach, FL 32547",1256
2200,"5 Sandalwood Dr NW, Fort Walton Beach, FL 32548",1095
2201,"50 Berkeley St, Satellite Beach, FL 32937",1369
2202,"50 Kendra Way, Palm Harbor, FL 34684",1844
2203,"50 Olive Tree Cir, West Palm Beach, FL 33413",2173
2204,"50 Palma Vista Way, St Augustine, FL 32092",1919
2205,"50 Pine Shadow Pkwy, Ponte Vedra Beach, FL 32081",2377
2206,"50 SW 10th St, Miami, FL 33130",3068
2207,"500 110th Ave N, St Petersburg, FL 33716",1819
2208,"500 E Las Olas Blvd, Fort Lauderdale, FL 33301",6235
2209,"500 Jefferson Dr, Deerfield Beach, FL 33442",2538
2210,"500 Jordan Stuart Cir, Apopka, FL 32703",1890
2211,"500 Knights Run Ave, Tampa, FL 33602",3353
2212,"500 Malabar Rd, Palm Bay, FL 32907",1568
2213,"500 N Andrews Ave, Fort Lauderdale, FL 33301",2721
2214,"500 N Congress Ave, Delray Beach, FL 33445",2357
2215,"500 N Congress Ave, West Palm Beach, FL 33401",2088
2216,"500 N Wickham Rd, Melbourne, FL 32935",1501
2217,"500 S Belcher Rd, Largo, FL 33771",1673
2218,"500 SW 145th Ave, Pembroke Pines, FL 33027",2772
2219,"500 Sabal Palm Cir, Altamonte Springs, FL 32701",1509
2220,"500 Shadow Lakes Blvd, Ormond Beach, FL 32174",1237
2221,"500 Trinity Ln N, St. Petersburg, FL 33716",2371
2222,"500 W Airport Blvd, Sanford, FL 32773",1525
2223,"5000 Big Island Drive, Jacksonville, FL 32246",1900
2224,"5000 Kernan Blvd S, Jacksonville, FL 32224",1855
2225,"5000 Millenia Blvd, Orlando, FL 32839",1189
2226,"5000 Millenia Palms Dr, Orlando, FL 32839",1992
2227,"5000 S Himes Ave, Tampa, FL 33611",1857
2228,"5000 Solara Cir, Sanford, FL 32771",1741
2229,"5001 Bridge St, Tampa, FL 33611",2350
2230,"5001 Lakefront Dr, Tallahassee, FL 32303",1080
2231,"5001 SW 20th St, Ocala, FL 34474",1227
2232,"5008 Sierra Pl, Tampa, FL 33617",1069
2233,"5009 Park Central Dr, Orlando, FL 32839",1972
2234,"5009 Park Central Drive, Orlando, FL 32839",1957
2235,"501 116th Ave N, St Petersburg, FL 33716",1535
2236,"501 NE 5th Ter, Fort Lauderdale, FL 33301",2676
2237,"501 S Blair Stone Rd, Tallahassee, FL 32301",1288
2238,"501 SE 2nd St, Fort Lauderdale, FL 33301",2867
2239,"501 SW 1st Ct, Pompano Beach, FL 33060",1200
2240,"5010 Central Sarasota Pkwy, Sarasota, FL 34238",2101
2241,"5015 Mina Cir, Fort Myers, FL 33905",2149
2242,"502 S Fremont Ave, Tampa, FL 33606",2405
2243,"5020 Ashley Lake Dr, Boynton Beach, FL 33437",2216
2244,"5038 Broadstone Reserve Cir, Sanford, FL 32771",1909
2245,"5039 Chalet Ct, Tampa, FL 33617",1395
2246,"504 W Grand Central Ave, Tampa, FL 33606",2608
2247,"505 Chatham Ave, Orlando, FL 32801",1791
2248,"505 SW 72nd Way, Gainesville, FL 32607",1174
2249,"5055 S Dale Mabry Hwy, Tampa, FL 33611",1230
2250,"506 E Wisconsin Ave, Deland, FL 32724",861
2251,"5075 NW 43rd Ave, Gainesville, FL 32606",1527
2252,"5080 Lantana Rd, Lake Worth, FL 33463",2112
2253,"509 77th Ave N, St Petersburg, FL 33702",1617
2254,"5097 Conservation Cir, Pace, FL 32571",2257
2255,"5098 Island Club Dr, Tamarac, FL 33319",1522
2256,"510 N Rome Ave, Tampa, FL 33606",2337
2257,"510 NW 24th Ave, Fort Lauderdale, FL 33311",1536
2258,"510 SE 5th Ave, Fort Lauderdale, FL 33301",2946
2259,"5100 Millenia Waters Dr, Orlando, FL 32839",1893
2260,"5100 W Sample Rd, Coconut Creek, FL 33073",2080
2261,"5101 Palm Hill Dr, West Palm Beach, FL 33415",1781
2262,"5101 SW 60th St. Road, Ocala, FL 34474",1745
2263,"5102 Belmere Pkwy, Tampa, FL 33624",1659
2264,"5105 Mission Hills Ave, Tampa, FL 33617",1239
2265,"5108 NW Torino Lakes Cir, Port St. Lucie, FL 34986",2303
2266,"5110 S Manhattan Ave, Tampa, FL 33611",2045
2267,"5111 Elmhurst Rd, West Palm Beach, FL 33417",1530
2268,"5115 N Socrum Loop Rd, Lakeland, FL 33809",1496
2269,"5116 Gate Pkwy N, Jacksonville, FL 32256",1725
2270,"512 Camino Real Ct, Brandon, FL 33510",1647
2271,"5122 SE Lisbon Cir, Stuart, FL 34997",1889
2272,"513 NE 21st Ct, Wilton Manors, FL 33305",2769
2273,"514 SW 22nd Ave, Miami, FL 33135",1900
2274,"5140 Gate Pkwy, Jacksonville, FL 32256",1706
2275,"5145 S Dale Mabry Hwy, Tampa, FL 33611",2537
2276,"5150 Net Dr, Tampa, FL 33634",2019
2277,"516 W Jefferson St, Tallahassee, FL 32301",867
2278,"5161 Jaczko Ln, West Palm Beach, FL 33415",1537
2279,"5170 Collins Rd, Jacksonville, FL 32244",1569
